Lead_Id,Age,Phone_No,Annual_Income_Bucket,Credit_Score,Country,State,No_Of_Dependents,Highest_Education,Ethnicity,No_Of_Children,Household_Size,Gender,Marital_Status
c267c661-6f14-2540-dc4b-4a61a4ae4f09,Senior Citizen,9720698130,>120k,<350,US,NM,3,High School,african american,1,3,Female,S
fd19609c-86f7-1247-93ce-4e0bf33a5145,Young,9537102480,60k-120k,<350,US,CO,0,College,white americans,0,1,Female,S
f90fe195-5576-07ea-2f73-8d034ba82e6a,Middle Age,9109280583,<60k,350-700,US,MN,0,Attended Vocational,Latino,0,1,Female,S
aa9e6d7b-d256-937e-8767-349be773fcdd,Young,9449127922,>120k,<350,US,WY,2,Attended Vocational,african american,1,2,Female,S
4fa99eb0-116d-cb3f-75a0-93d95737297f,Middle Age,9822037522,>120k,<350,US,PR,0,High School,white americans,0,1,Female,S
16ffec11-ac5a-071e-31ff-f2b6ccab1da5,Middle Age,9544159946,60k-120k,350-700,US,KY,3,High School,Latino,1,3,Female,S
56c33761-be1b-08e4-e9b7-a5101ec1ae77,Middle Age,9943961898,<60k,350-700,US,UM,0,High School,african american,0,1,Female,S
ab99bb23-8ace-00a0-0842-6dada13a7c01,Senior Citizen,9039522651,60k-120k,>700,US,NJ,2,College,Hispanic,0,2,Female,S
7482ddcb-78bb-d0fd-590f-19b939096b67,Middle Age,9539355928,60k-120k,350-700,US,MA,2,High School,Latino,1,2,Female,S
aebe68fd-c1bb-528b-70c6-14e182f51c89,Young,9102663715,60k-120k,>700,US,FM,3,College,white americans,1,2,Female,S
ad90a3d4-7de1-1842-44f9-3454f2aec3e4,Young,9387592806,<60k,<350,US,DC,0,Graduate School,Hispanic,0,1,Female,S
b92b1cd3-1c19-2a95-af1a-4fed9f3beb91,Young,9462933941,60k-120k,>700,US,AR,1,Graduate School,african american,0,2,Female,S
0c1c8b10-d0b3-93c6-582c-370ff9508745,Young,9072600558,60k-120k,>700,US,DC,0,High School,african american,0,1,Female,S
aa09d24d-59e8-77a9-e133-a9a89f26b3c3,Young,9467671627,>120k,<350,US,MN,0,Graduate School,Hispanic,0,1,Female,S
4237d20e-507a-99c8-e904-42982e718f23,Young,9920347880,<60k,>700,US,IA,2,College,white americans,0,3,Female,S
41728047-4014-7aeb-e5f4-0b4f93b511c1,Middle Age,9577618873,60k-120k,350-700,US,IA,0,High School,african american,0,1,Female,S
55ff3fe7-b203-0857-2c19-0ffc5c2579c0,Senior Citizen,9408427451,<60k,>700,US,US,1,Attended Vocational,Latino,0,2,Female,S
921292c6-bf9f-fb34-e409-4053d39a7eec,Young,9382300351,60k-120k,350-700,US,MT,0,Graduate School,Hispanic,0,1,Female,S
08487170-82f7-c5bd-6522-512c166c4efe,Senior Citizen,9581072253,60k-120k,350-700,US,SD,3,High School,white americans,0,1,Female,S
579b1a94-0fc2-0322-7d03-2ab187712d52,Young,9919078943,<60k,>700,US,ND,1,College,Latino,0,1,Female,S
0d4a39b5-0918-f994-f059-1a1bdee7132c,Senior Citizen,9099702612,>120k,<350,US,NY,0,High School,Hispanic,0,1,Female,S
f9d7cdbe-6296-b8f5-9461-4955633cb131,Senior Citizen,9447934835,>120k,>700,US,MD,1,Graduate School,african american,1,2,Female,S
c0f5b8c0-2e03-0509-793f-2e62978183a7,Young,9027987392,60k-120k,>700,US,NJ,3,High School,african american,1,1,Female,S
9583ebca-9a7d-983c-2378-38e2ba306bf2,Middle Age,9394172287,60k-120k,350-700,US,SD,0,High School,white americans,0,1,Female,S
73212973-5f89-f239-bf05-d94050203eda,Middle Age,9686887027,60k-120k,350-700,US,RI,1,Graduate School,Latino,1,2,Female,S
c36dff12-55ea-e935-322b-c7e47d987ea9,Middle Age,9637358014,60k-120k,<350,US,MI,0,College,african american,0,1,Female,S
cfaebd20-1325-5350-6317-69117dddad26,Middle Age,9823635129,>120k,350-700,US,DE,1,Attended Vocational,Latino,0,2,Female,S
172eaf09-d525-e5e0-1757-ae95a818aa97,Middle Age,9206866407,>120k,<350,US,PW,2,High School,Latino,2,3,Female,S
b28e3359-0e46-4db3-100c-ccc643e1eecf,Young,9989137555,>120k,350-700,US,OH,3,Graduate School,Hispanic,2,2,Female,S
700089e7-1201-2ac7-7b6c-c9fabddb209a,Young,9369316958,>120k,>700,US,UM,3,Graduate School,Latino,3,4,Female,S
324354f8-a082-1693-6d2a-2bec2a403aba,Middle Age,9568920168,>120k,<350,US,MN,2,Attended Vocational,Hispanic,2,2,Female,S
e7c02029-f612-c84d-5e5b-52e71dcd3bde,Young,9306793932,60k-120k,>700,US,DE,3,Graduate School,african american,3,1,Female,S
7c98b5c1-6727-7887-fbaf-968d9956e072,Middle Age,9240179878,60k-120k,>700,US,HI,1,High School,white americans,0,2,Female,S
d36f0db9-978f-3a48-bccf-d0b7f7a5d108,Middle Age,9283184275,60k-120k,350-700,US,OK,2,High School,white americans,2,1,Female,S
0eb84a2e-025d-55cd-4b90-4995718e1bf8,Middle Age,9515165385,60k-120k,>700,US,VI,0,Graduate School,Latino,0,1,Female,S
a33a982c-9c65-f494-d6d3-c0c68cf32dd7,Middle Age,9694135176,>120k,<350,US,CT,3,Graduate School,white americans,1,3,Female,S
04c5cfc4-f258-360c-4ee6-1eaa2e5b40b0,Middle Age,9109737040,<60k,>700,US,WV,3,Attended Vocational,Latino,2,4,Female,S
fa375f03-8693-dd06-e234-f6fb71bea39e,Middle Age,9559945051,60k-120k,>700,US,ID,2,High School,Hispanic,0,1,Female,S
bb20bffa-21f4-0a40-c9f1-1519e3f04ccd,Middle Age,9634915602,<60k,350-700,US,AR,0,College,Hispanic,0,1,Female,S
e934e743-4d9a-a8a1-f5d8-b7f259c3e88d,Young,9462531841,60k-120k,350-700,US,CA,1,High School,white americans,1,1,Female,S
71acb8c9-34fd-80cb-258c-ba04466ee5e6,Senior Citizen,9250835098,>120k,<350,US,OR,0,College,Latino,0,1,Female,S
04e1c4d3-9744-61d3-3578-f2d4b132faf4,Middle Age,9734521329,60k-120k,350-700,US,MS,0,College,Latino,0,1,Female,S
20ed3aab-c989-b3db-0ffa-5a88c4771055,Senior Citizen,9154128565,60k-120k,350-700,US,MS,2,College,white americans,1,2,Female,S
450b1dc5-7d9a-0199-0555-dff8ce3b79e2,Young,9353718423,>120k,<350,US,TX,1,College,Hispanic,1,4,Female,S
ec30bc09-00bf-0323-efc8-c03e89feb512,Middle Age,9265658418,60k-120k,350-700,US,NM,2,Attended Vocational,white americans,1,2,Female,S
26371a82-f4a0-22d4-6f46-70ab16031c57,Young,9122217203,>120k,350-700,US,MH,2,Attended Vocational,white americans,2,2,Female,S
979da904-412a-9d1a-a9f8-228a0783d40b,Middle Age,9196227554,>120k,350-700,US,RI,0,High School,white americans,0,1,Female,S
c0361865-5397-7c22-b747-b3f9ab09ea2d,Senior Citizen,9106657659,>120k,<350,US,WI,1,College,african american,1,1,Female,S
edc2f3ec-d406-57de-a3cb-66b07561cd23,Middle Age,9984950151,<60k,350-700,US,TX,3,High School,Latino,0,4,Female,S
08fa7556-da76-d442-6902-2e15b72ad7e5,Middle Age,9967563185,60k-120k,>700,US,SD,2,Graduate School,white americans,1,2,Female,S
b36475d1-f7c9-966c-ff68-055419e48c02,Young,9644266475,60k-120k,350-700,US,LA,0,College,Hispanic,0,1,Female,S
8b0787c9-053c-7962-90b1-b88412346b7c,Middle Age,9886004175,>120k,>700,US,ID,3,Graduate School,white americans,2,3,Female,S
510d0c8d-9537-dba4-367e-4cd4fdfebe55,Middle Age,9606919416,>120k,<350,US,NH,2,Attended Vocational,Hispanic,2,2,Female,S
168600b8-9472-2b24-de4f-3c318ed6a19f,Senior Citizen,9967447522,<60k,350-700,US,AR,3,College,Latino,2,3,Female,S
55e29100-c537-acc8-1762-cff5700b57c3,Middle Age,9795782595,>120k,>700,US,ME,0,Attended Vocational,african american,0,1,Female,S
5e848849-4b9b-b5ff-2e16-de353b316a2d,Young,9512705373,60k-120k,<350,US,WY,0,Attended Vocational,african american,0,1,Female,S
73fd5a2f-8f38-88b8-f044-9ab0cbbbbe6c,Young,9547660859,>120k,350-700,US,VI,3,High School,white americans,0,3,Female,S
e6af49f3-0164-6213-ab26-11f1e5f047b0,Young,9861620528,>120k,350-700,US,SC,1,Attended Vocational,african american,0,1,Female,S
b5730ee4-8b44-02d3-98ef-93edcfc04f06,Senior Citizen,9077619379,>120k,>700,US,NJ,0,Graduate School,Hispanic,0,1,Female,S
3cbee5c3-bd67-35ba-2df1-1285d79ba241,Middle Age,9142622317,>120k,350-700,US,NH,0,High School,Hispanic,0,1,Female,S
4b6230c1-4a56-8fee-df02-690380c9ced1,Middle Age,9415216072,60k-120k,350-700,US,NC,0,Graduate School,Latino,0,1,Female,S
c338941d-9a8e-845d-2ee2-6666478bd106,Middle Age,9562528872,>120k,<350,US,UT,2,Graduate School,Hispanic,1,1,Female,S
102e46a6-9e4c-a3ab-0c92-dc81197ff20a,Middle Age,9521341438,>120k,350-700,US,HI,1,Graduate School,Hispanic,1,2,Female,S
0d7bb592-a9ff-6e6a-5e70-709e69d82edc,Young,9627552504,>120k,>700,US,VA,0,High School,african american,0,1,Female,S
7527f12a-89ac-1e99-46e8-7060ec01dbe8,Senior Citizen,9644246992,>120k,<350,US,ND,0,Attended Vocational,Hispanic,0,1,Female,S
49d0abfd-182a-0040-a720-f4079575d867,Young,9414538687,60k-120k,350-700,US,NE,1,College,Hispanic,0,1,Female,S
aff651de-e388-ca30-a7e6-9562ec848704,Young,9910308993,<60k,>700,US,MS,3,Graduate School,Hispanic,1,2,Female,S
b7725c10-735b-f783-c70e-808578ce3849,Middle Age,9877356759,>120k,350-700,US,FM,1,Graduate School,Latino,0,2,Female,S
f1c5e7ff-63bc-7c0d-076d-7f690d69fd2d,Young,9967028690,60k-120k,<350,US,SC,3,High School,Hispanic,3,3,Female,S
707ef23e-c22e-19b7-49d3-6f82169d484d,Middle Age,9384999364,>120k,<350,US,NJ,1,College,white americans,0,1,Female,S
7a91a431-1650-9099-7fb7-887df51cc30a,Senior Citizen,9696310630,>120k,<350,US,OK,2,Attended Vocational,african american,1,2,Female,S
77018e6b-85b4-508e-88e8-20e6eb1dbd19,Middle Age,9223166907,60k-120k,350-700,US,NM,3,College,Hispanic,2,3,Female,S
33f9a488-11f7-95e6-ac71-717be732c4fb,Young,9421844736,60k-120k,>700,US,AK,0,College,Hispanic,0,1,Female,S
de8c4508-1ca0-3666-0674-64ac7254cc1b,Young,9655694520,60k-120k,350-700,US,UM,0,High School,white americans,0,1,Female,S
72a7bf38-05a6-9572-1036-f114282387c8,Middle Age,9287170807,>120k,<350,US,AZ,1,Graduate School,african american,1,2,Female,S
6ba98408-0eef-c189-6d12-bbaf2b38b8fb,Young,9486028620,60k-120k,<350,US,NJ,0,Graduate School,Latino,0,1,Female,S
02a215fb-88c8-d4c6-da89-f80d26b69450,Young,9496911079,60k-120k,<350,US,VT,2,Graduate School,Hispanic,1,2,Female,S
129596b2-999d-b5ce-ecd6-e3f560407c8f,Middle Age,9348180232,<60k,350-700,US,MN,0,High School,Latino,0,1,Female,S
16c16825-0995-6f18-e779-f363667a482f,Young,9566290015,<60k,>700,US,MD,2,College,african american,0,2,Female,S
eb3dbb4a-6c6c-aad5-e051-5a7ad07dd049,Young,9999954048,<60k,>700,US,ND,1,High School,white americans,1,2,Female,S
c594274a-aab1-fdb6-890e-3be4af83be66,Middle Age,9805642574,>120k,350-700,US,MN,1,High School,Hispanic,0,1,Female,S
a85e831a-eb91-e451-c901-a9c2e984fd68,Young,9907232343,<60k,350-700,US,SD,2,College,Hispanic,1,2,Female,S
09b4a04f-32ad-d59e-da8e-3d7b3f581aee,Young,9980666832,>120k,<350,US,CO,2,High School,white americans,1,2,Female,S
c710b81b-0279-c507-ab92-610744770439,Young,9733873956,60k-120k,<350,US,NV,3,College,Latino,3,3,Female,S
6fc35486-44d7-252e-3f34-75a4f5452bb1,Middle Age,9426643989,<60k,<350,US,HI,2,Graduate School,Latino,1,2,Female,S
67901070-9d6e-416b-74e1-55b559626b23,Middle Age,9077640938,60k-120k,350-700,US,NE,0,Graduate School,Hispanic,0,1,Female,S
b0655626-de45-3fe5-486b-e09fb7d26507,Young,9219283712,>120k,350-700,US,DE,3,Graduate School,Hispanic,0,4,Female,S
07717932-1ff8-ea8b-caa3-dc104f222b22,Middle Age,9139360084,<60k,<350,US,KS,2,Graduate School,white americans,1,1,Female,S
7eb843c2-ca9e-3535-56ea-ee0e8fbbc527,Young,9189915328,>120k,<350,US,WY,0,College,Hispanic,0,1,Female,S
56cc2a23-0b7a-8700-aec4-2a4ddbe8bcfd,Senior Citizen,9965782585,60k-120k,350-700,US,MP,2,Graduate School,Latino,1,2,Female,S
13c52711-7f64-eeee-be37-e7c6951ae3f0,Middle Age,9155172572,<60k,350-700,US,WV,1,College,Hispanic,0,2,Female,S
ece10e49-84ee-6571-c8d6-e71de0532749,Young,9115679953,<60k,350-700,US,IN,0,College,Latino,0,1,Female,S
fea4b867-beeb-e7e0-c94d-8d7358e1d766,Middle Age,9458334976,60k-120k,350-700,US,DC,1,College,african american,1,1,Female,S
7648c255-b663-f0ff-33b4-99f529c2ca0f,Senior Citizen,9294634899,>120k,350-700,US,NY,1,Attended Vocational,african american,0,1,Female,S
956b8dbc-e724-eb2e-a898-f962b10300bd,Senior Citizen,9431400765,>120k,350-700,US,ID,1,Graduate School,african american,0,2,Female,S
178b532c-0445-a76f-1c7d-47c21310fea6,Young,9601831286,60k-120k,350-700,US,MO,3,Graduate School,Hispanic,1,1,Female,S
d669cf22-233b-b7b0-f620-dc55f910e8e8,Middle Age,9299218035,>120k,<350,US,AK,0,High School,white americans,0,1,Female,S
8f9fe74b-0c81-07f9-2cc3-488006da6f30,Senior Citizen,9779232636,60k-120k,350-700,US,DC,3,College,white americans,1,1,Female,S
058a6d20-13bc-a13f-e7e7-089e9bbc240f,Young,9061457863,<60k,<350,US,GA,2,Graduate School,white americans,2,1,Female,S
6ad8a510-72dd-e2c2-45e4-9ee847fcb613,Young,9832150179,60k-120k,>700,US,TN,3,Attended Vocational,african american,2,3,Female,S
cc5845a5-c5c2-ae25-e55a-e8697c98d6cf,Middle Age,9527605506,60k-120k,>700,US,FL,2,High School,Hispanic,1,2,Female,S
bb2de8d7-cf77-ed5f-d466-dab049533024,Young,9564903987,>120k,>700,US,SC,1,Graduate School,Latino,1,2,Female,S
02444bf7-63a6-cca7-2cb8-4a63b33ba78a,Young,9517329755,<60k,>700,US,DE,1,Attended Vocational,Hispanic,0,1,Female,S
1308e892-a7eb-c767-af0f-ead7a771127a,Middle Age,9418422996,>120k,<350,US,GA,1,Attended Vocational,african american,1,2,Female,S
48bc5b9b-e6f1-e1c6-e8ca-7f785f2dad59,Senior Citizen,9751361162,60k-120k,<350,US,ID,3,Graduate School,Hispanic,1,2,Female,S
5c7b45c5-cf4a-a64b-67c4-757ee6be4cc3,Middle Age,9506280456,60k-120k,350-700,US,AK,0,College,Latino,0,1,Female,S
6d4f3801-d081-4726-12c0-2fcfd16e3aca,Young,9567909517,60k-120k,350-700,US,KY,0,Graduate School,african american,0,1,Female,S
5b19807d-134c-b780-3476-4519f6be3bc5,Middle Age,9368576353,60k-120k,<350,US,IL,0,Graduate School,Latino,0,1,Female,S
0a0a246c-9caf-039a-0a98-580eaec8cb97,Young,9526730736,<60k,>700,US,PW,2,Attended Vocational,Hispanic,1,3,Female,S
a268c4a6-80e7-8b5d-071b-3b10a397324a,Middle Age,9074555356,60k-120k,350-700,US,UM,0,Graduate School,Latino,0,1,Female,S
88634c17-e9fa-197d-7d7a-bda899b66995,Senior Citizen,9347457111,60k-120k,350-700,US,AK,1,High School,Hispanic,1,2,Female,S
fd5da52f-fd6d-3cc4-bfb5-f3e71d228c4e,Middle Age,9073346662,>120k,>700,US,SC,3,High School,white americans,1,4,Female,S
e204008c-24c6-0aeb-f9e9-33129c991292,Young,9168119327,>120k,350-700,US,OH,0,Graduate School,white americans,0,1,Female,S
dd92f1ca-c86f-8221-4b0d-1834967eff5f,Middle Age,9778836518,>120k,>700,US,VA,3,College,Latino,2,4,Female,S
f2c56c0a-d895-ab4e-1fa2-de71bed0a4f2,Senior Citizen,9039208847,60k-120k,>700,US,MH,1,Graduate School,white americans,0,1,Female,S
95754bc4-9baa-39f6-fdd4-041a720d3be3,Middle Age,9735564423,<60k,350-700,US,CT,2,Attended Vocational,Hispanic,1,3,Female,S
a140d50c-b675-15a6-79bd-c652bfbc2159,Middle Age,9168059050,>120k,350-700,US,AL,3,College,Latino,1,1,Female,S
42c3c840-5122-25cb-744b-50f4e6d35185,Middle Age,9485272035,>120k,<350,US,PR,3,Graduate School,white americans,2,4,Female,S
a3e76c34-fb1c-02e1-ee75-650a72a5db5d,Middle Age,9340658144,60k-120k,350-700,US,PA,0,College,white americans,0,1,Female,S
eb8fbd64-7860-1b08-c7d0-51441934b6e2,Young,9580994129,<60k,350-700,US,NM,0,College,Latino,0,1,Female,S
c0db9f58-5863-70d8-99d9-48ab18ce1432,Middle Age,9362522124,60k-120k,350-700,US,US,1,College,african american,0,2,Female,S
ef481806-da5e-86c1-8ef6-457d449efdb2,Middle Age,9905540810,60k-120k,350-700,US,NM,3,Attended Vocational,african american,3,4,Female,S
d82179eb-6473-9f29-e783-fd7bcd9f7358,Middle Age,9449399694,60k-120k,>700,US,AL,1,Graduate School,Hispanic,1,2,Female,S
b37fef95-498d-a645-9c9e-72e66c0ce93b,Young,9104125199,<60k,<350,US,FL,1,Attended Vocational,Latino,0,1,Female,S
a13c55a7-acfc-bded-919e-b33cea934347,Young,9182069921,>120k,>700,US,NV,1,Graduate School,african american,0,2,Female,S
9585a606-40c3-c36a-827b-110352014d7b,Senior Citizen,9378360762,<60k,>700,US,CT,0,College,Hispanic,0,1,Female,S
b220d09d-77a1-42ed-d5e0-c7055517989a,Middle Age,9140246201,60k-120k,<350,US,OH,3,College,white americans,1,2,Female,S
2b918f53-f646-9ded-7f14-34ce7295eae6,Young,9973317572,>120k,350-700,US,TN,3,College,african american,0,2,Female,S
8697554d-da72-0b18-914f-6694443fed52,Senior Citizen,9070924019,>120k,350-700,US,MT,2,Graduate School,african american,0,1,Female,S
0d62e73d-41e3-57e7-36df-e150cb988ed6,Middle Age,9396819345,>120k,<350,US,SC,2,High School,Latino,0,1,Female,S
e08c475a-dc65-41d5-b8b4-782eab2da3d0,Young,9258083390,>120k,350-700,US,MI,1,College,Hispanic,2,3,Female,S
9803665c-b103-ae31-0faf-91303bc758a8,Middle Age,9636639559,<60k,<350,US,DC,3,Graduate School,african american,1,2,Female,S
2921929f-5db8-43a0-ff91-3e51c2e4d1f3,Middle Age,9282714046,60k-120k,<350,US,WI,0,High School,Hispanic,0,1,Female,S
127aec51-6195-b75c-8e61-664447bca427,Middle Age,9723733726,<60k,350-700,US,NH,2,Attended Vocational,Hispanic,1,2,Female,S
6be35b90-a20d-82a3-8865-c6fa6e47efa5,Middle Age,9045246032,60k-120k,>700,US,MH,0,Attended Vocational,white americans,0,1,Female,S
158638ab-94df-8444-56c8-1df001561a7b,Middle Age,9740970123,>120k,<350,US,UM,0,High School,Hispanic,0,1,Female,S
c67f90ff-ac76-bbef-092c-da17fa3f0348,Middle Age,9740167241,>120k,350-700,US,WA,3,College,african american,2,2,Female,S
c4f634bc-cb21-7700-4e06-5e77ef5c866e,Middle Age,9224926504,>120k,350-700,US,NM,2,High School,african american,1,3,Female,S
2e883735-dd6d-f618-3017-326f857338bd,Young,9701569882,60k-120k,350-700,US,AK,0,College,african american,0,1,Female,S
cbeb32a6-2c9b-1901-9fad-914bb27a1feb,Young,9430329879,60k-120k,<350,US,NY,3,Attended Vocational,Latino,1,3,Female,S
945e91ec-dbf7-d3d1-4f41-cdefb0942817,Middle Age,9464649638,<60k,>700,US,FL,3,Graduate School,Hispanic,2,3,Female,S
750b96d6-c4c2-f6ff-664f-da4beda9f126,Middle Age,9513292257,>120k,<350,US,MO,0,High School,white americans,0,1,Female,S
dd8feb90-7489-2f6f-57e0-8e37d0f85024,Young,9660905900,>120k,350-700,US,NY,3,College,Hispanic,1,2,Female,S
58b7fee2-ee05-943a-a0ad-12ae05554b9d,Young,9504819777,>120k,<350,US,KS,1,Attended Vocational,african american,0,1,Female,S
0f6e4a9e-db6c-e39b-5e1c-8c71a79cc0f9,Middle Age,9611177708,>120k,<350,US,UM,3,High School,Latino,0,2,Female,S
60816060-be6a-6c59-9313-1217ae5dc967,Middle Age,9768967981,60k-120k,350-700,US,ND,3,High School,white americans,1,3,Female,S
c0cd9457-aae9-2516-eff6-b92e4fde5877,Young,9374545909,<60k,>700,US,OR,3,High School,african american,0,2,Female,S
c7c45d09-1768-a27b-6654-ee1bb3fe6446,Middle Age,9882609449,60k-120k,<350,US,NY,0,High School,Hispanic,0,1,Female,S
e8e5881b-340c-d211-aafd-84b1b9383526,Middle Age,9203950823,<60k,>700,US,UM,1,Graduate School,african american,0,1,Female,S
923dad27-7671-5829-720b-c6c8da99443b,Middle Age,9955119282,<60k,350-700,US,MA,2,High School,Latino,0,2,Female,S
d195f998-5ee3-b580-eec9-d1e23a23cdc5,Young,9409943260,60k-120k,350-700,US,NJ,0,Attended Vocational,white americans,0,1,Female,S
b6a04878-b5eb-3032-f8e1-5a9e37467d67,Middle Age,9764895762,60k-120k,<350,US,NE,0,Graduate School,white americans,0,1,Female,S
302a6c99-6931-24fa-ab97-55d076138729,Senior Citizen,9898711614,60k-120k,<350,US,AK,0,Graduate School,Hispanic,0,1,Female,S
1e961ad1-efa4-9ecf-10fc-54d542c03c47,Young,9783118338,60k-120k,>700,US,NE,0,Graduate School,african american,0,1,Female,S
7aa45398-3ae0-56bd-3118-e0b57d9a15fa,Senior Citizen,9211139046,<60k,<350,US,FL,2,Attended Vocational,Hispanic,0,1,Female,S
7b376035-23d2-3495-e62e-ee14eae7932d,Middle Age,9517009276,60k-120k,350-700,US,FL,1,College,white americans,1,1,Female,S
cbdf73f0-1e55-aac4-78e8-17390d379fae,Young,9928259316,<60k,>700,US,WI,1,High School,Hispanic,0,1,Female,S
f7c8bfec-e518-351f-3cfd-c1e9ca1882b1,Senior Citizen,9922174261,>120k,350-700,US,KY,1,Attended Vocational,african american,1,2,Female,S
354adf06-34d0-efce-ed1c-505af4eaf5dc,Middle Age,9472672350,60k-120k,350-700,US,WV,0,Graduate School,african american,0,1,Female,S
4e499fb8-a134-7935-35ac-9f97bae6dffd,Middle Age,9518101000,60k-120k,>700,US,MD,0,Attended Vocational,Hispanic,0,1,Female,S
c0ebf57d-4767-7850-7230-13e1a260250a,Middle Age,9523292168,>120k,>700,US,ND,2,Graduate School,white americans,1,2,Female,S
c1d54874-e916-6ee0-4c18-ecf8dbd4093b,Young,9239102476,60k-120k,350-700,US,PW,3,High School,african american,3,4,Female,S
d10f64f7-2bbe-70a2-a36b-5ddcbd3b5d98,Senior Citizen,9701106162,60k-120k,350-700,US,AZ,2,College,Hispanic,0,1,Female,S
6e37cc7e-8ce6-3c31-2ee6-c26832faba40,Young,9742972708,>120k,<350,US,HI,1,Graduate School,Latino,1,1,Female,S
e41add82-7e87-45c1-8537-40baacd35cf6,Young,9421666346,60k-120k,350-700,US,IA,2,Graduate School,white americans,1,1,Female,S
d897e3dc-13f2-2071-8ecb-e5ed4ae77878,Young,9535463424,60k-120k,<350,US,IL,0,College,white americans,0,1,Female,S
d5a6b8f1-5f87-5b04-c0e1-96c80d8360a2,Young,9869347780,>120k,350-700,US,CT,1,Attended Vocational,white americans,1,1,Female,S
d47ad06c-4fe1-a2e4-52d8-caf2f3fccba2,Middle Age,9461478873,>120k,350-700,US,UM,1,Attended Vocational,Latino,0,2,Female,S
d268de2b-2df2-0d4c-62b1-9d911edee86a,Young,9978188114,60k-120k,>700,US,VI,1,College,Hispanic,1,2,Female,S
3562dbd0-fc9f-f106-6c46-3cef19c6d7f3,Middle Age,9046623227,>120k,>700,US,TN,0,Graduate School,Latino,0,1,Female,S
07ae6c46-62f4-42ed-4018-8a847acac254,Senior Citizen,9387533939,60k-120k,<350,US,SD,2,College,white americans,2,3,Female,S
90dc42f8-2809-2d5c-b1af-5ef6709ee2c8,Middle Age,9844654114,60k-120k,<350,US,FL,2,Graduate School,Latino,2,2,Female,S
26f78b35-4ef4-6c5c-9513-eadedf3c2dfe,Senior Citizen,9205366019,<60k,350-700,US,IA,1,Graduate School,white americans,0,2,Female,S
78a7a67e-60d1-1695-4b2a-92472331d9c6,Young,9429982801,60k-120k,<350,US,IL,2,College,african american,2,2,Female,S
4b8aa87e-0f6b-f5d4-7cad-b8ce80e7195d,Young,9012304082,60k-120k,<350,US,FM,2,High School,white americans,0,2,Female,S
8de044ec-cf5f-78dd-8184-7ef76bf84d21,Senior Citizen,9058910938,60k-120k,<350,US,VA,3,Graduate School,Hispanic,2,4,Female,S
876e4d0c-ee5c-6698-d672-40f3ff74ce91,Middle Age,9111252275,60k-120k,>700,US,WA,2,Graduate School,Latino,0,1,Female,S
5a5538fd-d658-87e5-a314-f527b6183201,Middle Age,9970202705,>120k,350-700,US,GU,1,College,white americans,1,2,Female,S
bf9cfee4-cbb9-2d1c-6c3f-a7328442fca2,Middle Age,9049543842,<60k,>700,US,ME,2,Graduate School,Latino,0,2,Female,S
c892985b-b695-2b9c-f302-4da6b2763cc7,Middle Age,9305398397,>120k,350-700,US,IL,2,Graduate School,white americans,1,3,Female,S
382490e3-3035-21fb-ea12-802c650381e6,Middle Age,9720604822,>120k,<350,US,PA,3,College,white americans,1,2,Female,S
54afe043-a319-ad39-60e6-4dc3f9cebc4e,Middle Age,9039479316,>120k,>700,US,MT,1,High School,african american,0,1,Female,S
001cc69b-c963-d47b-3bc8-bb3d4c756b53,Young,9058100173,60k-120k,>700,US,AS,3,Attended Vocational,white americans,1,3,Female,S
d9c4090c-2c84-975d-cb74-5114c3a4af56,Middle Age,9906256411,60k-120k,<350,US,AK,0,Graduate School,african american,0,1,Female,S
cfd21f7b-edb7-8a43-5bdf-3dab5b24700f,Middle Age,9937314576,>120k,>700,US,KY,2,Attended Vocational,Latino,2,2,Female,S
6bd69288-1705-9dc5-917a-1fabc1b0cd7c,Senior Citizen,9142987384,>120k,>700,US,OH,1,High School,african american,1,2,Female,S
85b15646-6d16-246a-e270-a1722e3e436f,Senior Citizen,9911583429,60k-120k,<350,US,GA,0,College,Latino,0,1,Female,S
b653c119-fedd-ecec-7a4a-674a7bfa55c3,Middle Age,9974756279,>120k,350-700,US,MS,0,College,Latino,0,1,Female,S
c1bfdf1c-64b9-06f8-e359-6fbda5c69301,Senior Citizen,9625170756,>120k,350-700,US,CT,2,High School,Hispanic,1,3,Female,S
28293988-dd4b-2e60-178a-d5be5b4cbfc8,Middle Age,9515325775,>120k,>700,US,NH,3,High School,white americans,1,2,Female,S
56d49227-2e96-152e-8871-c43da2db3ea5,Senior Citizen,9152767181,<60k,350-700,US,RI,1,High School,Latino,0,1,Female,S
af3b48d1-110b-695e-db95-815fa6ede94c,Young,9056242251,<60k,350-700,US,AS,1,High School,Hispanic,2,2,Female,S
95a31d87-8b8c-8a2a-98d4-8d7bba25fc64,Middle Age,9851158342,60k-120k,<350,US,ME,0,Attended Vocational,Latino,0,1,Female,S
60374aec-9635-ef6c-b9b1-97a189eb7526,Young,9021714947,<60k,350-700,US,WY,0,Attended Vocational,Latino,0,1,Female,S
4ff55a40-3e88-cc6b-f334-ae97c5a8b6f8,Senior Citizen,9344574953,60k-120k,<350,US,PW,3,High School,Latino,2,2,Female,S
8c74facc-d04d-2816-819a-3d7f77ffd525,Young,9651561483,<60k,350-700,US,PA,2,Graduate School,Latino,2,2,Female,S
4c9e34c4-3ee9-fbbc-791c-2af7f720e3f0,Senior Citizen,9650558211,60k-120k,<350,US,IL,2,Attended Vocational,Latino,1,2,Female,S
